date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
12:13:24	100226/100226	---M--	200	added ('OK')	image/jpeg	etag:%2218782-5fcd68610c480%22	https://caketheme.com/html/mojuri/media/banner/bg-img-3.jpg	E:/jwellery/caketheme.com/html/mojuri/media/banner/bg-img-3.jpg	(from https://caketheme.com/html/mojuri/assets/css/app.css)
12:13:24	94958/94958	---M--	200	added ('OK')	image/jpeg	etag:%22172ee-5fcd68610c480%22	https://caketheme.com/html/mojuri/media/banner/bg-img-2.jpg	E:/jwellery/caketheme.com/html/mojuri/media/banner/bg-img-2.jpg	(from https://caketheme.com/html/mojuri/assets/css/app.css)
12:13:24	94790/94790	---M--	200	added ('OK')	image/jpeg	etag:%2217246-5fcd6862f4900%22	https://caketheme.com/html/mojuri/media/banner/bg-img-4.jpg	E:/jwellery/caketheme.com/html/mojuri/media/banner/bg-img-4.jpg	(from https://caketheme.com/html/mojuri/assets/css/app.css)
12:13:25	96770/96770	---M--	200	added ('OK')	image/jpeg	etag:%2217a02-5fcd6862f4900%22	https://caketheme.com/html/mojuri/media/banner/bg-img-5.jpg	E:/jwellery/caketheme.com/html/mojuri/media/banner/bg-img-5.jpg	(from https://caketheme.com/html/mojuri/assets/css/app.css)
12:13:25	91518/91518	---M--	200	added ('OK')	image/jpeg	etag:%221657e-5fcd6864dcd80%22	https://caketheme.com/html/mojuri/media/banner/bg-img-6.jpg	E:/jwellery/caketheme.com/html/mojuri/media/banner/bg-img-6.jpg	(from https://caketheme.com/html/mojuri/assets/css/app.css)
12:13:25	86343/86343	---M--	200	added ('OK')	image/jpeg	etag:%2215147-5fcd6863e8b40%22	https://caketheme.com/html/mojuri/media/banner/bg-img-7.jpg	E:/jwellery/caketheme.com/html/mojuri/media/banner/bg-img-7.jpg	(from https://caketheme.com/html/mojuri/assets/css/app.css)
12:13:25	77849/77849	---M--	200	added ('OK')	image/jpeg	etag:%2213019-5fcd6827d3d80%22	https://caketheme.com/html/mojuri/media/site-header.jpg	E:/jwellery/caketheme.com/html/mojuri/media/site-header.jpg	(from https://caketheme.com/html/mojuri/assets/css/app.css)
12:13:25	273996/273996	---M--	200	added ('OK')	image/jpeg	etag:%2242e4c-5fcd6862f4900%22	https://caketheme.com/html/mojuri/media/banner/parallax-bg-1.jpg	E:/jwellery/caketheme.com/html/mojuri/media/banner/parallax-bg-1.jpg	(from https://caketheme.com/html/mojuri/assets/css/app.css)
12:13:26	397143/397143	---M--	200	added ('OK')	image/jpeg	etag:%2260f57-5fcd6864dcd80%22	https://caketheme.com/html/mojuri/media/banner/parallax-bg-2.jpg	E:/jwellery/caketheme.com/html/mojuri/media/banner/parallax-bg-2.jpg	(from https://caketheme.com/html/mojuri/assets/css/app.css)
12:13:26	1474917/1474917	---M--	200	added ('OK')	image/jpeg	etag:%22168165-5fcd6864dcd80%22	https://caketheme.com/html/mojuri/media/banner/parallax-bg-3.jpg	E:/jwellery/caketheme.com/html/mojuri/media/banner/parallax-bg-3.jpg	(from https://caketheme.com/html/mojuri/assets/css/app.css)
